REGIONAL_OFFICE_NAME,PRACTICE_NAME,PRACTICE_CODE,POSTCODE,QUANTITY,ITEMS,TOTAL_QUANTITY,NIC,ACTUAL_COST,UNIDENTIFIED,ADQ_USAGE,FECHA,SUSTANCIA,PRESENTACION,REGION_NAME
NORTH EAST AND YORKSHIRE,GRIMETHORPE SURGERY,C85018,S72 7NZ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,SOUTH YORKSHIRE & BASSETLAW STP
MIDLANDS,PARK MEDICAL CENTRE,M83071,ST13 6QR,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,STAFFORDSHIRE & STOKE ON TRENT STP
MIDLANDS,TRENT VALE MEDICAL PRACTICE,M83014,ST4 5NX,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,STAFFORDSHIRE & STOKE ON TRENT STP
MIDLANDS,KIDSGROVE MEDICAL CENTRE,M83023,ST7 4AY,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,STAFFORDSHIRE & STOKE ON TRENT STP
MIDLANDS,SHOWELL PARK HEALTH CENTRE,Y02736,WV10 9ST,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,THE BLACK COUNTRY & WEST BIRMINGHAM STP
NORTH EAST AND YORKSHIRE,RYDINGS HALL SURGERY,B84003,HD6 1AT,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,W YORKSHIRE & HARROGATE H&C P/SHIP STP
NORTH WEST,42 KINGSWAY,N84001,L22 4RQ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,CHESHIRE & MERSEYSIDE STP
NORTH WEST,LANE ENDS SURGERY,P81119,PR2 2JJ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
LONDON,CRANHAM VILLAGE SURGERY,F82006,RM14 1BJ,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,EAST LONDON HEALTH & CARE P/SHIP STP
LONDON,MODERN MEDICAL CENTRE,F82638,RM7 0PX,1,6,6,439.5,409.13925,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,EAST LONDON HEALTH & CARE P/SHIP STP
SOUTH EAST,GOSPORT MEDICAL CENTRE,J82006,PO12 3PN,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,HAMPSHIRE & THE ISLE OF WIGHT STP
SOUTH EAST,PORTCHESTER PRACTICE,J82012,PO16 9TU,2,2,4,293.0,272.7347,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,HAMPSHIRE & THE ISLE OF WIGHT STP
SOUTH EAST,HOMEWELL.CURLEW PRACTICE,J82196,PO9 2AQ,2,3,6,439.5,409.10205,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,HAMPSHIRE & THE ISLE OF WIGHT STP
EAST OF ENGLAND,THE GARDEN CITY SURGERY,E82661,SG6 3BJ,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,HERTFORDSHIRE & WEST ESSEX STP
NORTH WEST,DARWEN HEALTHCARE,P81051,BB3 1PY,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
NORTH WEST,THE ELMS PRACTICE,P81045,L39 2BY,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
LONDON,HARLEY GROVE MEDICAL CTR.,F84044,E3 2AT,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,EAST LONDON HEALTH & CARE P/SHIP STP
LONDON,ROYAL DOCKS MEDICAL PRACTICE,F84717,E6 5NA,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,EAST LONDON HEALTH & CARE P/SHIP STP
LONDON,COMMUNITY DIABETES TEAM,Y04140,SE22 8PT,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,OUR HEALTHIER SOUTH EAST LONDON STP
LONDON,CAVENDISH HEALTH CENTRE,E87745,W1G 9TQ,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,NEWTON MEDICAL CENTRE,E87681,W2 5LT,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
NORTH WEST,NORTH PARK HEALTH CENTRE,N84019,L20 5DQ,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,CHESHIRE & MERSEYSIDE STP
NORTH WEST,PHOENIX MEDICAL CENTRE,N83006,WA10 2JP,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,CHESHIRE & MERSEYSIDE STP
NORTH EAST AND YORKSHIRE,GRIMETHORPE SURGERY,C85018,S72 7NZ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,SOUTH YORKSHIRE & BASSETLAW STP
MIDLANDS,BILSTON FAMILY PRACTICE,M92627,WV14 6PW,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,THE BLACK COUNTRY & WEST BIRMINGHAM STP
NORTH EAST AND YORKSHIRE,PLANE TREES GROUP PRACTICE,B84013,HX2 0QL,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,W YORKSHIRE & HARROGATE H&C P/SHIP STP
LONDON,THE PALMS MEDICAL CENTRE,F86009,IG2 7NW,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,EAST LONDON HEALTH & CARE P/SHIP STP
NORTH WEST,BAY MEDICAL GROUP,Y01008,LA3 2LE,30,1,30,78.48,73.0577,N,0.0,2021-01-01,Semaglutide,Semaglutide 7mg tablets,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
SOUTH EAST,HORNDEAN SURGERY,J82640,PO8 0BN,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,HAMPSHIRE & THE ISLE OF WIGHT STP
EAST OF ENGLAND,DR SOORIAKUMARAN,F81092,SS2 6RL,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,MID AND SOUTH ESSEX STP
MIDLANDS,RUSSELL HOUSE SURGERY,M83031,WV8 1HD,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,STAFFORDSHIRE & STOKE ON TRENT STP
EAST OF ENGLAND,LISTER HOUSE SURGERY,E81016,LU4 8DG,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,"BEDFORDSHIRE, LUTON & MILTON KEYNES STP"
NORTH EAST AND YORKSHIRE,WESTCROFT HOUSE SURGERY,A82064,CA22 2DB,28,1,28,73.25,68.28987,N,0.0,2021-01-01,Semaglutide,Semaglutide 7mg tablets,CUMBRIA & NORTH EAST STP
LONDON,THE UPSTAIRS SURGERY,F82019,RM6 6RT,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,EAST LONDON HEALTH & CARE P/SHIP STP
EAST OF ENGLAND,CONNER & PARTNERS,F81061,SS5 6JH,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,MID AND SOUTH ESSEX STP
EAST OF ENGLAND,DR MALIK - KENT ELMS HC,F81223,SS9 5UU,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,MID AND SOUTH ESSEX STP
SOUTH EAST,STUBBINGTON MEDICAL PRACTICE,J82104,PO14 2JP,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,HAMPSHIRE & THE ISLE OF WIGHT STP
EAST OF ENGLAND,SHEPHALL HEALTH CENTRE,E82056,SG2 9QZ,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,HERTFORDSHIRE & WEST ESSEX STP
LONDON,LL MEDICAL CARE LTD,F86625,E11 4HX,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,EAST LONDON HEALTH & CARE P/SHIP STP
LONDON,THE REDCLIFFE SURGERY,E87004,SW10 9DT,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
NORTH WEST,LITHERLAND PRACTICE,N84605,L21 9JN,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,CHESHIRE & MERSEYSIDE STP
LONDON,MOLLISON WAY SURGERY,E84075,HA8 5QL,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,GREENFORD ROAD MED.CTR.,E85050,UB6 8QH,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
NORTH EAST AND YORKSHIRE,PICKERING MEDICAL PRACTICE,B82033,YO18 8BL,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,"HUMBER, COAST & VALE STP"
NORTH EAST AND YORKSHIRE,ALNWICK MEDICAL GROUP,A84006,NE66 2NL,30,1,30,78.48,73.0577,N,0.0,2021-01-01,Semaglutide,Semaglutide 7mg tablets,CUMBRIA & NORTH EAST STP
NORTH EAST AND YORKSHIRE,LARWOOD SURGERY,C84001,S81 0HH,1,7,7,512.75,477.32912,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,SOUTH YORKSHIRE & BASSETLAW STP
MIDLANDS,HEATHCOTE STREET SURGERY,M83005,ST5 7EB,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,STAFFORDSHIRE & STOKE ON TRENT STP
EAST OF ENGLAND,HAVERHILL FAMILY PRACTICE,D83021,CB9 8HF,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,SUFFOLK & NORTH EAST ESSEX STP
NORTH EAST AND YORKSHIRE,ALBERT ROAD SURGERY,A88010,NE32 5AG,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,CUMBRIA & NORTH EAST STP
NORTH EAST AND YORKSHIRE,BANKFIELD SURGERY,B84016,HX5 9BA,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,W YORKSHIRE & HARROGATE H&C P/SHIP STP
NORTH WEST,THE CORNERSTONE PRACTICE,P81734,BB1 2HR,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
NORTH WEST,BAY MEDICAL GROUP,Y01008,LA3 2LE,1,16,16,1172.0,1091.03799,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
NORTH WEST,4 SEASONS MEDICAL CENTRE,N81645,WA2 8HE,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,CHESHIRE & MERSEYSIDE STP
NORTH WEST,CAUSEWAY MEDICAL CENTRE,N81028,WA4 6QA,1,3,3,219.75,204.56962,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,CHESHIRE & MERSEYSIDE STP
SOUTH EAST,THE WILLOW GROUP,J82083,PO12 3JP,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,HAMPSHIRE & THE ISLE OF WIGHT STP
EAST OF ENGLAND,GADE SURGERY,E82068,WD3 7DJ,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,HERTFORDSHIRE & WEST ESSEX STP
NORTH WEST,PARBOLD SURGERY,P81096,WN8 7DN,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
NORTH WEST,ST MARKS MEDICAL CENTRE (TCG MEDICAL),N84021,PR9 0TZ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,CHESHIRE & MERSEYSIDE STP
LONDON,STREATFIELD HEALTH CENTRE,E84018,HA3 9BP,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,NW LONDON HEALTH & CARE PARTNERSHIP STP
MIDLANDS,ASHLEY SURGERY,M83017,TF9 4LF,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,STAFFORDSHIRE & STOKE ON TRENT STP
EAST OF ENGLAND,HARDWICKE HOUSE GROUP PRACTICE,D83060,CO10 2AY,1,1,1,73.25,68.17747,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,SUFFOLK & NORTH EAST ESSEX STP
NORTH EAST AND YORKSHIRE,BEACON VIEW MEDICAL CENTRE,A85026,NE9 6YS,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,CUMBRIA & NORTH EAST STP
NORTH EAST AND YORKSHIRE,AVENUE MEDICAL PRACTICE,A86007,NE2 1JQ,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,CUMBRIA & NORTH EAST STP
NORTH WEST,42 KINGSWAY,N84001,L22 4RQ,28,1,28,2051.0,1908.98169,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,CHESHIRE & MERSEYSIDE STP
LONDON,THIRD FLOOR LANARK ROAD MEDICAL CENTRE,E87663,W9 1NZ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
SOUTH EAST,WOODINGDEAN MEDICAL CENTRE,G81065,BN2 6BA,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,SUSSEX & EAST SURREY STP
EAST OF ENGLAND,EAST LYNNE MEDICAL CENTRE,F81037,CO15 3PP,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,SUFFOLK & NORTH EAST ESSEX STP
EAST OF ENGLAND,NELFT SOUTH WEST ESSEX CS,Y04297,SS14 3EZ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.25mg/0.19ml inj 1.5ml pf dispos dev,MID AND SOUTH ESSEX STP
EAST OF ENGLAND,THIRD AVENUE HEALTH CENTRE,F81051,SS8 9SU,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,MID AND SOUTH ESSEX STP
EAST OF ENGLAND,LITTLE BUSHEY SURGERY,E82657,WD23 1EZ,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,HERTFORDSHIRE & WEST ESSEX STP
NORTH WEST,DARWEN HEALTHLINK,P81140,BB3 1PY,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
MIDLANDS,THORNLEY STREET SURGERY,M92028,WV1 1JP,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,THE BLACK COUNTRY & WEST BIRMINGHAM STP
MIDLANDS,BILSTON FAMILY PRACTICE,M92627,WV14 6PW,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,THE BLACK COUNTRY & WEST BIRMINGHAM STP
NORTH EAST AND YORKSHIRE,BLYTH ROAD MEDICAL CENTRE,C87616,S66 8JD,30,2,60,156.96,146.1154,N,0.0,2021-01-01,Semaglutide,Semaglutide 3mg tablets,SOUTH YORKSHIRE & BASSETLAW STP
NORTH WEST,HOLES LANE MEDICAL CENTRE,N81007,WA1 4NE,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,CHESHIRE & MERSEYSIDE STP
SOUTH WEST,BEAUFORT ROAD SURGERY,J81018,BH6 5AJ,3,1,3,219.75,204.54482,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,DORSET STP
EAST OF ENGLAND,DR ABELA T PRACTICE,F81113,RM16 6RS,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,MID AND SOUTH ESSEX STP
EAST OF ENGLAND,SAI MEDICAL CENTRE,F81708,RM18 7QA,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,MID AND SOUTH ESSEX STP
EAST OF ENGLAND,CENTRAL SURGERY - SOUTHCHURCH BLVD,F81086,SS2 4UB,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,MID AND SOUTH ESSEX STP
SOUTH EAST,THE LIGHTHOUSE GROUP PRACTICE,J82060,PO5 1AT,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,HAMPSHIRE & THE ISLE OF WIGHT STP
SOUTH EAST,PARK LANE MEDICAL CENTRE,J82646,PO9 3HN,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,HAMPSHIRE & THE ISLE OF WIGHT STP
EAST OF ENGLAND,PEARTREE LANE SURGERY,E82040,AL7 3UJ,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,HERTFORDSHIRE & WEST ESSEX STP
LONDON,THE BLITHEHALE MED.CTR.,F84718,E2 6JA,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,EAST LONDON HEALTH & CARE P/SHIP STP
MIDLANDS,TELDOC,Y01929,TF3 2JZ,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,SHROPSHIRE & TELFORD & WREKIN STP
MIDLANDS,LUCIE WEDGWOOD HEALTH CTR,M83682,ST6 2AB,5,1,5,366.25,340.89977,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,STAFFORDSHIRE & STOKE ON TRENT STP
NORTH EAST AND YORKSHIRE,BEWICKE MEDICAL CENTRE,A87013,NE28 0AD,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,CUMBRIA & NORTH EAST STP
NORTH EAST AND YORKSHIRE,CENTRAL SURGERY,A88013,NE34 8PS,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,CUMBRIA & NORTH EAST STP
NORTH EAST AND YORKSHIRE,GREATER HUDDERSFIELD INTERMEDIATE CARE,Y03009,HD4 7WA,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,W YORKSHIRE & HARROGATE H&C P/SHIP STP
NORTH EAST AND YORKSHIRE,KING CROSS PRACTICE,B84021,HX1 3LW,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,W YORKSHIRE & HARROGATE H&C P/SHIP STP
NORTH WEST,DIABETES TIER TWO SERVICE,Y01725,WN6 7LB,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,GREATER MANCHESTER HSC PARTNERSHIP STP
NORTH EAST AND YORKSHIRE,WICKERSLEY HEALTH CENTRE,C87015,S66 2JQ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,SOUTH YORKSHIRE & BASSETLAW STP
LONDON,THE UPSTAIRS SURGERY,F82019,RM6 6RT,30,1,30,78.48,73.0577,N,0.0,2021-01-01,Semaglutide,Semaglutide 7mg tablets,EAST LONDON HEALTH & CARE P/SHIP STP
LONDON,MODERN MEDICAL CENTRE,F82638,RM7 0PX,1,12,12,879.0,818.27849,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,EAST LONDON HEALTH & CARE P/SHIP STP
EAST OF ENGLAND,DR KUMAR & PTNR - SHOEBURY HC,F81613,SS3 9BX,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,MID AND SOUTH ESSEX STP
EAST OF ENGLAND,LISTER HOUSE SURGERY,E82018,AL10 0NL,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,HERTFORDSHIRE & WEST ESSEX STP
EAST OF ENGLAND,THE GARDEN CITY SURGERY,E82661,SG6 3BJ,4,1,4,293.0,272.7223,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,HERTFORDSHIRE & WEST ESSEX STP
NORTH WEST,BUCKSHAW VILLAGE HEALTH CENTRE,Y02466,PR7 7HZ,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,HEALTHIER LANCASHIRE & SOUTH CUMBRIA STP
LONDON,ALEXANDRA SURGERY,H85656,SW19 7JZ,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,SW LONDON HEALTH & CARE PARTNERSHIP STP
LONDON,QUEENS WALK PRACTICE,E85057,W5 1TP,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,NW LONDON HEALTH & CARE PARTNERSHIP STP
NORTH EAST AND YORKSHIRE,HOYLAND MEDICAL PRACTICE,C85022,S74 9AF,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Semaglutide 0.5mg/0.37ml inj 1.5ml pf dispos dev,SOUTH YORKSHIRE & BASSETLAW STP
EAST OF ENGLAND,UNITY HEALTHCARE,D83012,CB9 8LU,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.25mg/0.19ml inj 1.5ml pre-filled pens,SUFFOLK & NORTH EAST ESSEX STP
NORTH EAST AND YORKSHIRE,ELLISON VIEW SURGERY,A88012,NE31 2SP,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,CUMBRIA & NORTH EAST STP
NORTH EAST AND YORKSHIRE,THE GRANGE MEDICAL PRACTICE,B85028,HD2 2QA,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,W YORKSHIRE & HARROGATE H&C P/SHIP STP
NORTH WEST,TARBOCK MEDICAL CENTRE,N83047,L36 0UB,1,2,2,146.5,136.37975,N,0.0,2021-01-01,Semaglutide,Semaglutide 1mg/0.74ml inj 3ml pre-filled disposable device,CHESHIRE & MERSEYSIDE STP
NORTH WEST,FOLLY LANE MEDICAL CENTRE,N81056,WA5 0LU,2,1,2,146.5,136.36735,N,0.0,2021-01-01,Semaglutide,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,CHESHIRE & MERSEYSIDE STP
SOUTH WEST,MOORDOWN MEDICAL CENTRE,J81039,BH9 2XF,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,DORSET STP
EAST OF ENGLAND,DEAL TREE HEALTH CENTRE,F81215,CM15 0HU,1,1,1,73.25,68.18987,N,0.0,2021-01-01,Semaglutide,Ozempic 1mg/0.74ml inj 3ml pre-filled pens,MID AND SOUTH ESSEX STP
